question_code,user_id,difficulty,ability,response,correctness
que_99,user_99,1.0,-1.1104244973684334,0.10808773637879983,0
que_99,user_99,1.0,-1.1104244973684334,0.10808773637879983,0
que_99,user_99,1.0,-1.1104244973684334,0.10808773637879983,0
que_99,user_99,1.0,-1.1104244973684334,0.10808773637879983,1
que_99,user_99,1.0,-1.1104244973684334,0.10808773637879983,0
que_99,user_98,1.0,-0.7354215699791888,0.14989541443039966,0
que_99,user_98,1.0,-0.7354215699791888,0.14989541443039966,0
que_99,user_98,1.0,-0.7354215699791888,0.14989541443039966,0
que_99,user_98,1.0,-0.7354215699791888,0.14989541443039966,0
que_99,user_98,1.0,-0.7354215699791888,0.14989541443039966,0
que_99,user_97,1.0,0.5209060775718006,0.38246610506961193,0
que_99,user_97,1.0,0.5209060775718006,0.38246610506961193,1
que_99,user_97,1.0,0.5209060775718006,0.38246610506961193,0
que_99,user_97,1.0,0.5209060775718006,0.38246610506961193,1
que_99,user_97,1.0,0.5209060775718006,0.38246610506961193,0
que_99,user_96,1.0,-0.8893034728884056,0.13132390741338196,0
que_99,user_96,1.0,-0.8893034728884056,0.13132390741338196,0
que_99,user_96,1.0,-0.8893034728884056,0.13132390741338196,0
que_99,user_96,1.0,-0.8893034728884056,0.13132390741338196,1
que_99,user_96,1.0,-0.8893034728884056,0.13132390741338196,0
que_99,user_95,1.0,0.1800788750063109,0.30578040312307314,0
que_99,user_95,1.0,0.1800788750063109,0.30578040312307314,0
que_99,user_95,1.0,0.1800788750063109,0.30578040312307314,1
que_99,user_95,1.0,0.1800788750063109,0.30578040312307314,0
que_99,user_95,1.0,0.1800788750063109,0.30578040312307314,1
que_99,user_94,1.0,0.4651515554274928,0.369386776999503,0
que_99,user_94,1.0,0.4651515554274928,0.369386776999503,1
que_99,user_94,1.0,0.4651515554274928,0.369386776999503,1
que_99,user_94,1.0,0.4651515554274928,0.369386776999503,0
que_99,user_94,1.0,0.4651515554274928,0.369386776999503,0
que_99,user_93,1.0,0.5659883955323862,0.3931688054309564,1
que_99,user_93,1.0,0.5659883955323862,0.3931688054309564,1
que_99,user_93,1.0,0.5659883955323862,0.3931688054309564,1
que_99,user_93,1.0,0.5659883955323862,0.3931688054309564,0
que_99,user_93,1.0,0.5659883955323862,0.3931688054309564,1
que_99,user_92,1.0,0.058314783674559875,0.2805600624610531,0
que_99,user_92,1.0,0.058314783674559875,0.2805600624610531,0
que_99,user_92,1.0,0.058314783674559875,0.2805600624610531,1
que_99,user_92,1.0,0.058314783674559875,0.2805600624610531,0
que_99,user_92,1.0,0.058314783674559875,0.2805600624610531,1
que_99,user_91,1.0,-0.5075826139311856,0.18129732599736584,0
que_99,user_91,1.0,-0.5075826139311856,0.18129732599736584,0
que_99,user_91,1.0,-0.5075826139311856,0.18129732599736584,0
que_99,user_91,1.0,-0.5075826139311856,0.18129732599736584,1
que_99,user_91,1.0,-0.5075826139311856,0.18129732599736584,0
que_99,user_90,1.0,0.3261069200341928,0.3376256639113222,1
que_99,user_90,1.0,0.3261069200341928,0.3376256639113222,0
que_99,user_90,1.0,0.3261069200341928,0.3376256639113222,0
que_99,user_90,1.0,0.3261069200341928,0.3376256639113222,0
que_99,user_90,1.0,0.3261069200341928,0.3376256639113222,1
que_99,user_89,1.0,-0.34179308748895004,0.2072153406248157,0
que_99,user_89,1.0,-0.34179308748895004,0.2072153406248157,0
que_99,user_89,1.0,-0.34179308748895004,0.2072153406248157,0
que_99,user_89,1.0,-0.34179308748895004,0.2072153406248157,0
que_99,user_89,1.0,-0.34179308748895004,0.2072153406248157,0
que_99,user_88,1.0,-1.3354291569670493,0.08823093052397295,0
que_99,user_88,1.0,-1.3354291569670493,0.08823093052397295,0
que_99,user_88,1.0,-1.3354291569670493,0.08823093052397295,0
que_99,user_88,1.0,-1.3354291569670493,0.08823093052397295,0
que_99,user_88,1.0,-1.3354291569670493,0.08823093052397295,1
que_99,user_87,1.0,-1.694797586867621,0.063281037403585,0
que_99,user_87,1.0,-1.694797586867621,0.063281037403585,0
que_99,user_87,1.0,-1.694797586867621,0.063281037403585,0
que_99,user_87,1.0,-1.694797586867621,0.063281037403585,0
que_99,user_87,1.0,-1.694797586867621,0.063281037403585,0
que_99,user_86,1.0,-0.01986280929126773,0.26505412448188065,0
que_99,user_86,1.0,-0.01986280929126773,0.26505412448188065,0
que_99,user_86,1.0,-0.01986280929126773,0.26505412448188065,0
que_99,user_86,1.0,-0.01986280929126773,0.26505412448188065,1
que_99,user_86,1.0,-0.01986280929126773,0.26505412448188065,0
que_99,user_85,1.0,-1.264754174155467,0.09408437605401711,0
que_99,user_85,1.0,-1.264754174155467,0.09408437605401711,0
que_99,user_85,1.0,-1.264754174155467,0.09408437605401711,0
que_99,user_85,1.0,-1.264754174155467,0.09408437605401711,0
que_99,user_85,1.0,-1.264754174155467,0.09408437605401711,0
que_99,user_84,1.0,0.7298372608505227,0.43286714324691333,1
que_99,user_84,1.0,0.7298372608505227,0.43286714324691333,0
que_99,user_84,1.0,0.7298372608505227,0.43286714324691333,1
que_99,user_84,1.0,0.7298372608505227,0.43286714324691333,1
que_99,user_84,1.0,0.7298372608505227,0.43286714324691333,0
que_99,user_83,1.0,-0.10664653011795092,0.24849660746966992,0
que_99,user_83,1.0,-0.10664653011795092,0.24849660746966992,0
que_99,user_83,1.0,-0.10664653011795092,0.24849660746966992,1
que_99,user_83,1.0,-0.10664653011795092,0.24849660746966992,0
que_99,user_83,1.0,-0.10664653011795092,0.24849660746966992,0
que_99,user_82,1.0,0.08540848949856418,0.2860611918178561,1
que_99,user_82,1.0,0.08540848949856418,0.2860611918178561,0
que_99,user_82,1.0,0.08540848949856418,0.2860611918178561,0
que_99,user_82,1.0,0.08540848949856418,0.2860611918178561,0
que_99,user_82,1.0,0.08540848949856418,0.2860611918178561,0
que_99,user_81,1.0,0.5741742784695005,0.39512354999171484,0
que_99,user_81,1.0,0.5741742784695005,0.39512354999171484,0
que_99,user_81,1.0,0.5741742784695005,0.39512354999171484,1
que_99,user_81,1.0,0.5741742784695005,0.39512354999171484,1
que_99,user_81,1.0,0.5741742784695005,0.39512354999171484,1
que_99,user_80,1.0,-1.7854572321869815,0.05811511758543628,0
que_99,user_80,1.0,-1.7854572321869815,0.05811511758543628,0
que_99,user_80,1.0,-1.7854572321869815,0.05811511758543628,0
que_99,user_80,1.0,-1.7854572321869815,0.05811511758543628,0
que_99,user_80,1.0,-1.7854572321869815,0.05811511758543628,0
que_99,user_79,1.0,0.36277751861019725,0.3458746708571203,0
que_99,user_79,1.0,0.36277751861019725,0.3458746708571203,0
que_99,user_79,1.0,0.36277751861019725,0.3458746708571203,1
que_99,user_79,1.0,0.36277751861019725,0.3458746708571203,0
que_99,user_79,1.0,0.36277751861019725,0.3458746708571203,0
que_99,user_78,1.0,0.593102996629014,0.39965639439635503,0
que_99,user_78,1.0,0.593102996629014,0.39965639439635503,1
que_99,user_78,1.0,0.593102996629014,0.39965639439635503,0
que_99,user_78,1.0,0.593102996629014,0.39965639439635503,0
